KLHZ,36.0233611,-78.33025,-99999,51.8,7,42.8,,70,8
KMQI,35.9189827,-75.6955357,-99999,49.3,8,47.5,,40,12
KMEB,34.7921742,-79.3658953,1013.1,61.0,2,39.9,,80,9
KEQY,35.0174198,-80.622051,1012.8,60.1,0,32.0,,50,6
KMRN,35.8202222,-81.6114167,-99999,55.6,8,34.9,,0,0
KMWK,36.4613617,-80.5532103,-99999,53.8,0,34.9,,60,16
KEWN,35.0728525,-77.0430201,1014.1,55.0,2,45.0,,40,13
KNCA,34.7084333,-77.4396611,1013.7,59.0,7,44.1,,40,13
KUKF,36.2236021,-81.0986063,-99999,51.8,8,32.0,,0,0
KSUT,33.9308056,-78.0733611,-99999,62.8,0,50.0,,70,11
KHNZ,36.3611389,-78.5298333,-99999,49.5,0,38.3,,80,9
KGWW,35.4605556,-77.9649167,-99999,52.9,7,42.4,-RA,0,0
KSOP,35.2374167,-79.3890278,1014.1,55.0,2,43.0,,80,9
KNBT,35.02,-76.46,1014.0,59.0,2,42.1,,30,19
KPOB,35.1708889,-79.0144958,1013.1,57.2,8,41.0,,100,13
KRDU,35.8776389,-78.7874722,1014.5,54.0,2,41.0,,80,12
KSIF,36.4372222,-79.851,-99999,54.0,7,37.4,,50,6
KIXA,36.3298056,-77.6352222,-99999,50.0,0,46.4,,50,4
KRCZ,34.8913056,-79.7596111,-99999,59.4,0,29.7,,60,5
KRWI,35.8562528,-77.8919333,1015.2,53.1,4,42.1,,70,5
KFQD,35.4282222,-81.9350778,-99999,55.4,8,32.0,,50,6
KRUQ,35.6458833,-80.5202917,-99999,56.5,4,32.4,,60,9
KTTA,35.5824394,-79.1013378,-99999,54.7,7,40.5,,60,4
KSCR,35.7042745,-79.5042976,-99999,54.1,8,41.5,,60,9
KJNX,35.5409444,-78.3903333,-99999,53.6,4,42.8,,50,4
KSVH,35.765,-80.9538889,-99999,55.4,4,33.3,,70,8
KNJM,34.6901333,-77.0290306,1014.0,60.1,0,46.0,,50,12
KETC,35.9372667,-77.5464819,-99999,52.3,7,42.4,,40,6
KAFP,35.0206377,-80.0771181,-99999,59.9,0,36.0,,70,10
KOCW,35.5704722,-77.0498056,-99999,53.1,8,42.6,,40,6
KTNB,36.2,-81.65,-99999,46.6,8,28.4,,0,0
KCPC,34.2728611,-78.715,-99999,61.0,0,43.5,,50,13
KILM,34.2711389,-77.9028889,1013.1,61.0,0,45.0,,40,10
KINT,36.1337138,-80.2219877,1013.7,54.0,7,35.1,,70,5
